PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2
20/01/2021 3:56	20/01/2021 4:01	1.385375388	0.441919374	3.007564532	1.046315902	2.719600127
20/01/2021 4:01	20/01/2021 4:06	1.418971883	0.500520403	3.330807325	0.911400549	3.253473509
20/01/2021 4:06	20/01/2021 4:10	1.495869792	0.443600501	3.120405801	1.653115023	2.651871524
20/01/2021 4:10	20/01/2021 4:15	1.477542505	0.432152057	3.25545	1.448944518	2.91756885
20/01/2021 4:15	20/01/2021 4:20	1.506979066	0.452488653	3.596079653	1.236514947	3.07914491
20/01/2021 4:20	20/01/2021 4:24	1.476895556	0.470584197	3.433171954	1.448962882	2.946437384
20/01/2021 4:24	20/01/2021 4:29	1.536306378	0.451172903	3.418347955	1.565236387	2.861664894
20/01/2021 4:29	20/01/2021 4:34	1.578699467	0.466635727	3.507675404	1.738791431	2.873636562
20/01/2021 4:34	20/01/2021 4:38	1.493523915	0.507337957	3.433511865	1.55167647	3.024033542
20/01/2021 4:38	20/01/2021 4:43	1.701119485	0.428187056	3.540542361	1.287802414	3.234305689
20/01/2021 4:43	20/01/2021 4:48	1.622515066	0.515119515	3.356101704	1.495561868	2.841413723
20/01/2021 4:48	20/01/2021 4:52	1.741694141	0.392517481	3.471812822	1.656836976	3.063463119
20/01/2021 4:52	20/01/2021 4:57	1.649165088	0.383450718	3.563573789	1.650844672	2.815382631
20/01/2021 4:57	20/01/2021 5:02	1.611747009	0.400599848	3.518400775	1.274145504	3.066055071
20/01/2021 5:02	20/01/2021 5:06	1.579751531	0.423235874	3.394559468	1.793852459	2.889219984
20/01/2021 5:06	20/01/2021 5:11	1.481679061	0.500204457	3.605299838	1.644498857	2.856337321
20/01/2021 5:11	20/01/2021 5:16	1.674933205	0.4992973	3.625089258	1.534136672	3.037618577
20/01/2021 5:16	20/01/2021 5:20	1.618639421	0.517242695	3.52713936	1.669463802	2.936576537
20/01/2021 5:20	20/01/2021 5:25	1.656202877	0.439695239	3.496633517	1.656853689	3.018437977
20/01/2021 5:25	20/01/2021 5:30	1.684349595	0.552477079	3.46010176	1.666837832	2.865334347
20/01/2021 5:30	20/01/2021 5:34	1.868518692	0.452276875	3.607996591	1.592755132	3.019506619
20/01/2021 5:34	20/01/2021 5:39	1.831315492	0.340835736	3.653268737	1.627255396	2.899471088
20/01/2021 5:39	20/01/2021 5:44	1.899900698	0.42994806	3.807401703	1.344144214	3.166288865
20/01/2021 5:44	20/01/2021 5:48	1.867011601	0.627698158	3.726667423	1.319451137	3.093787741
20/01/2021 5:48	20/01/2021 5:53	1.859933447	0.490657834	3.766150686	1.629850226	2.876581065
20/01/2021 5:53	20/01/2021 5:58	1.991228367	0.464220773	3.794029984	1.336773183	3.337421373
20/01/2021 5:58	20/01/2021 6:02	1.836938957	0.448906387	3.837167383	1.724798705	2.957122136
20/01/2021 6:02	20/01/2021 6:07	1.784447335	0.454812332	3.794144988	1.992286175	2.742249243
20/01/2021 6:07	20/01/2021 6:12	1.775446251	0.351470029	3.617930559	1.454032723	3.019646866
20/01/2021 6:12	20/01/2021 6:16	1.774982677	0.566766469	3.537606132	1.62755394	2.909766795
20/01/2021 6:16	20/01/2021 6:21	1.783535814	0.478013282	3.635875014	2.034092198	2.781076249
20/01/2021 6:21	20/01/2021 6:26	1.661134068	0.55502427	3.826361318	1.568865649	2.826013503
20/01/2021 6:26	20/01/2021 6:30	1.716147129	0.483054215	3.836787184	1.35581444	3.071345074
