PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2	OOA3
14/05/2014 7:38	14/05/2014 9:38	0.130072574	0.171005185	0.000446372	0.357307729	0	0.257480199
14/05/2014 7:42	14/05/2014 9:42	0.17006879	0.22909062	0.003045319	0.4570144	0.021632451	0.2505947
14/05/2014 7:47	14/05/2014 9:47	0.17962144	0.0918406	0.007658333	0.4665624	0	0.26783287
14/05/2014 7:52	14/05/2014 9:52	0.254188674	0	0.004389498	0.612311053	0	0.098643261
14/05/2014 7:56	14/05/2014 9:56	0.185976495	0	0.008122119	0.514249369	0	0.18535769
14/05/2014 8:01	14/05/2014 10:01	0.14382543	0.13991881	0.030467234	0.3267896	0.019273041	0.3712994
14/05/2014 8:06	14/05/2014 10:06	0.18136519	0.105183	0.000661063	0.4791639	0	0.3257976
14/05/2014 8:10	14/05/2014 10:10	0.24870556	0.11549205	0.004641599	0.5818297	0	0.25774609
14/05/2014 8:15	14/05/2014 10:15	0.17656019	0	0.006953517	0.7296997	0	0.15569285
14/05/2014 8:20	14/05/2014 10:20	0.16874106	0	0.01111257	0.5668071	0	0.18148485
14/05/2014 8:24	14/05/2014 10:24	0.19657224	0	0.001502995	0.5581581	0	0.15486112
14/05/2014 8:29	14/05/2014 10:29	0.17080163	0.027490521	0.008192525	0.5638435	0	0.19068193
14/05/2014 8:34	14/05/2014 10:34	0.162204258	0.010565451	0.007159739	0.517437688	0	0.162577226
14/05/2014 9:11	14/05/2014 11:11	0.17586114	0	0.006418085	0.550064	0	0.22141781
14/05/2014 9:16	14/05/2014 11:16	0.16414655	0.05238194	0.002747034	0.4623557	0	0.21016977
14/05/2014 9:20	14/05/2014 11:20	0.16401945	0.04679388	0	0.4693152	0	0.22881007
14/05/2014 9:25	14/05/2014 11:25	0.17786219	0	0.002565873	0.4926675	0	0.21376391
14/05/2014 9:30	14/05/2014 11:30	0.155093	0.04631896	0	0.4639181	0	0.13059153
